Student_ID,Gender,Age,Major,Attendance_Pct,Study_Hours_Per_Day,Previous_CGPA,Sleep_Hours,Social_Hours_Week,Final_CGPA,Attendance_Category,Performance_Band,Pass_Fail,Risk_Level,Risk_Score
ID03726,Female,22,Psychology,79.8,6.6,2.67,5.6,8,2.79,Good,Good,1,Low Risk,20.7275
ID03727,Male,21,Engineering,59.9,3.0,3.28,7.8,8,3.03,Critical,Very Good,1,High Risk,32.345
ID03728,Male,21,Economics,77.9,1.9,3.39,5.3,5,3.21,Good,Very Good,1,Medium Risk,27.682499999999997
ID03729,Male,24,Computer Science,68.9,4.3,2.81,7.5,7,2.98,Low,Good,1,Medium Risk,27.2075
ID03730,Female,18,Psychology,89.0,9.1,2.64,6.3,8,3.4,Excellent,Very Good,1,Low Risk,16.849999999999998
ID03731,Male,24,Computer Science,89.8,6.2,4.0,6.6,10,4.0,Excellent,Excellent,1,Low Risk,4.590000000000002
ID03732,Female,19,Engineering,60.1,9.1,3.05,8.0,6,3.37,Low,Very Good,1,Medium Risk,26.2675
ID03733,Male,22,Mathematics,96.4,2.8,2.76,5.6,11,3.12,Excellent,Very Good,1,Low Risk,21.270000000000003
ID03734,Male,21,Economics,68.3,3.7,3.45,7.0,7,3.44,Low,Very Good,1,Medium Risk,24.2775
ID03735,Male,24,Economics,100.0,1.9,3.07,4.7,5,3.28,Excellent,Very Good,1,Medium Risk,20.5375
ID03736,Male,24,Business,84.3,1.6,2.56,6.8,13,2.82,Good,Good,1,Medium Risk,33.265
ID03737,Female,22,Economics,66.3,8.4,3.34,7.7,8,3.75,Low,Excellent,1,Medium Risk,20.94
ID03738,Female,22,Economics,67.9,7.9,2.67,8.2,7,2.81,Low,Good,1,Medium Risk,26.082499999999996
ID03739,Female,21,Psychology,90.2,5.4,3.89,8.7,12,4.0,Excellent,Excellent,1,Low Risk,5.372499999999998
ID03740,Female,23,Economics,79.1,2.8,3.35,8.0,14,3.32,Good,Very Good,1,Low Risk,23.892500000000005
ID03741,Female,20,Economics,83.6,5.7,2.96,6.4,6,3.25,Good,Very Good,1,Low Risk,16.480000000000004
ID03742,Female,19,Engineering,100.0,7.5,3.15,4.3,10,3.73,Excellent,Excellent,1,Low Risk,7.437500000000001
ID03743,Female,19,Engineering,74.5,9.7,3.55,8.5,4,3.93,Low,Excellent,1,Medium Risk,15.412500000000001
ID03744,Male,23,Computer Science,85.9,1.3,3.19,6.2,8,3.49,Excellent,Very Good,1,Medium Risk,28.232499999999998
ID03745,Male,18,Computer Science,100.0,3.1,4.0,4.8,5,4.0,Excellent,Excellent,1,Low Risk,7.6000000000000005
ID03746,Male,23,Economics,89.1,2.9,3.67,9.8,6,3.81,Excellent,Excellent,1,Low Risk,16.192500000000006
ID03747,Female,18,Economics,60.9,3.4,3.34,6.9,9,3.17,Low,Very Good,1,Medium Risk,29.770000000000003
ID03748,Male,18,Business,92.6,5.1,2.63,7.7,4,2.87,Excellent,Good,1,Low Risk,15.317500000000003
ID03749,Male,23,Computer Science,67.6,0.9,3.03,7.3,3,2.93,Low,Good,1,Medium Risk,39.4675
ID03750,Female,19,Psychology,100.0,2.8,3.34,7.0,6,3.45,Excellent,Very Good,1,Low Risk,14.575000000000003
ID03751,Female,20,Economics,72.7,2.9,2.69,6.4,4,2.52,Low,Good,1,Medium Risk,32.147499999999994
ID03752,Female,19,Psychology,100.0,4.0,3.75,6.1,8,4.0,Excellent,Excellent,1,Low Risk,6.1875
ID03753,Male,24,Economics,100.0,4.3,2.61,10.0,10,2.82,Excellent,Good,1,Low Risk,14.9625
ID03754,Female,19,Psychology,73.1,3.3,2.78,4.8,8,2.69,Low,Good,1,Medium Risk,29.580000000000002
ID03755,Male,19,Mathematics,85.3,10.8,2.82,6.4,12,3.44,Excellent,Very Good,1,Low Risk,16.94
ID03756,Male,23,Psychology,96.3,3.5,3.47,5.7,12,3.87,Excellent,Excellent,1,Low Risk,12.302499999999998
ID03757,Male,23,Computer Science,96.8,5.1,2.7,7.8,7,3.29,Excellent,Very Good,1,Low Risk,12.814999999999998
ID03758,Male,24,Economics,91.6,5.6,2.2,6.4,9,2.45,Excellent,Average,1,Medium Risk,19.529999999999998
ID03759,Male,24,Computer Science,100.0,2.1,3.64,6.3,11,4.0,Excellent,Excellent,1,Low Risk,14.749999999999998
ID03760,Female,23,Psychology,83.2,2.2,2.88,8.0,14,3.01,Good,Very Good,1,Low Risk,28.56
ID03761,Male,19,Engineering,79.5,5.7,2.57,9.9,6,2.54,Good,Good,1,Low Risk,21.7375
ID03762,Female,20,Engineering,79.8,7.9,2.72,5.8,5,3.0,Good,Very Good,1,Low Risk,20.29
ID03763,Male,18,Engineering,97.9,9.7,3.96,4.7,5,4.0,Excellent,Excellent,1,Low Risk,1.2949999999999977
ID03764,Male,22,Economics,90.5,2.1,2.77,7.1,15,2.85,Excellent,Good,1,Low Risk,26.6375
ID03765,Male,18,Business,89.4,6.8,3.04,8.3,7,3.54,Excellent,Excellent,1,Low Risk,13.169999999999996
ID03766,Male,24,Mathematics,96.9,3.8,2.88,6.7,5,3.29,Excellent,Very Good,1,Low Risk,15.995
ID03767,Female,24,Psychology,54.2,7.9,2.48,7.9,5,2.61,Critical,Good,1,High Risk,33.91
ID03768,Male,18,Business,89.7,4.8,2.73,6.2,7,3.28,Excellent,Very Good,1,Low Risk,16.5475
ID03769,Male,22,Engineering,88.3,5.4,2.45,10.0,8,2.96,Excellent,Good,1,Medium Risk,18.827499999999997
ID03770,Male,19,Psychology,100.0,8.7,3.58,7.9,6,4.0,Excellent,Excellent,1,Low Risk,3.674999999999999
ID03771,Male,20,Business,62.1,9.2,3.15,6.3,5,3.54,Low,Excellent,1,Medium Risk,24.4925
ID03772,Female,20,Computer Science,100.0,4.2,4.0,5.9,7,4.0,Excellent,Excellent,1,Low Risk,3.1999999999999997
ID03773,Male,18,Engineering,86.1,1.2,2.75,7.4,11,2.76,Excellent,Good,1,Medium Risk,32.392500000000005
ID03774,Female,22,Business,92.3,2.4,2.67,8.0,6,3.06,Excellent,Very Good,1,Low Risk,25.5025
ID03775,Female,24,Economics,100.0,11.7,3.87,5.0,9,4.0,Excellent,Excellent,1,Low Risk,1.137499999999999
ID03776,Female,21,Computer Science,93.4,5.5,3.63,7.0,10,4.0,Excellent,Excellent,1,Low Risk,6.207499999999999
ID03777,Female,19,Engineering,91.0,2.1,3.29,8.1,4,3.25,Excellent,Very Good,1,Low Risk,21.862499999999997
ID03778,Female,18,Mathematics,88.6,2.7,2.54,7.5,9,2.85,Excellent,Good,1,Low Risk,27.105000000000004
ID03779,Female,20,Engineering,77.7,7.2,3.97,7.9,7,4.0,Good,Excellent,1,Low Risk,10.297499999999996
ID03780,Female,24,Economics,84.6,10.7,3.06,9.2,7,3.57,Good,Excellent,1,Low Risk,15.155000000000001
ID03781,Male,23,Mathematics,74.3,4.0,2.88,4.0,10,2.92,Low,Good,1,Medium Risk,25.365000000000002
ID03782,Male,23,Mathematics,84.3,7.9,3.67,7.3,13,4.0,Good,Excellent,1,Low Risk,9.952500000000002
ID03783,Male,22,Mathematics,50.0,6.7,3.09,4.0,6,2.79,Critical,Good,1,High Risk,30.4625
ID03784,Female,22,Psychology,91.4,4.8,2.52,6.9,11,2.78,Excellent,Good,1,Low Risk,17.619999999999997
ID03785,Female,18,Psychology,83.2,6.0,3.12,8.9,8,3.56,Good,Excellent,1,Low Risk,15.259999999999998
ID03786,Male,21,Mathematics,80.0,4.7,2.71,6.8,12,2.96,Good,Good,1,Low Risk,21.4875
ID03787,Female,20,Computer Science,88.3,8.1,1.6,5.6,6,2.21,Excellent,Average,1,High Risk,26.265
ID03788,Male,18,Mathematics,63.5,6.1,2.66,8.2,10,2.63,Low,Good,1,Medium Risk,28.15
ID03789,Male,21,Business,100.0,1.3,2.84,7.2,11,3.06,Excellent,Very Good,1,Medium Risk,24.950000000000003
ID03790,Female,24,Mathematics,83.5,3.5,2.52,7.3,9,2.84,Good,Good,1,Low Risk,26.375
ID03791,Male,22,Psychology,82.8,2.1,3.39,10.0,5,3.63,Good,Excellent,1,Low Risk,24.677500000000002
ID03792,Male,23,Psychology,70.5,4.3,2.71,4.7,12,2.57,Low,Good,1,Medium Risk,27.3625
ID03793,Female,19,Business,85.4,3.4,3.34,6.0,11,3.8,Excellent,Excellent,1,Low Risk,18.744999999999997
ID03794,Female,24,Business,100.0,2.6,2.48,7.6,8,2.86,Excellent,Good,1,Medium Risk,22.9
ID03795,Male,23,Engineering,100.0,1.7,3.55,8.8,13,3.62,Excellent,Excellent,1,Medium Risk,17.1375
ID03796,Female,20,Computer Science,97.8,0.8,2.46,5.6,7,2.4,Excellent,Average,1,Medium Risk,31.265000000000008
ID03797,Male,20,Computer Science,93.2,8.0,1.93,6.4,10,2.48,Excellent,Average,1,High Risk,21.1725
ID03798,Male,23,Computer Science,79.6,8.0,3.72,6.9,9,4.0,Good,Excellent,1,Low Risk,11.63
ID03799,Male,24,Economics,63.2,1.6,2.67,6.8,6,2.41,Low,Average,1,Medium Risk,41.7975
ID03800,Female,23,Psychology,82.0,4.8,3.98,8.0,7,4.0,Good,Excellent,1,Low Risk,9.075000000000001
ID03801,Male,21,Computer Science,81.5,1.1,3.38,6.9,6,3.66,Good,Excellent,1,Medium Risk,29.35
ID03802,Female,18,Engineering,100.0,2.3,3.5,8.0,8,3.64,Excellent,Excellent,1,Low Risk,15.175
ID03803,Female,22,Engineering,89.6,3.2,3.62,5.2,14,3.82,Excellent,Excellent,1,Low Risk,15.205000000000002
ID03804,Female,21,Computer Science,100.0,2.5,3.16,7.2,13,3.49,Excellent,Very Good,1,Low Risk,17.349999999999998
ID03805,Male,19,Business,100.0,5.5,3.16,7.1,13,3.66,Excellent,Excellent,1,Low Risk,7.349999999999998
ID03806,Female,23,Engineering,78.2,0.4,3.74,8.3,8,3.68,Good,Excellent,1,Medium Risk,30.485
ID03807,Male,19,Business,58.1,2.3,3.16,10.0,5,2.87,Critical,Good,1,High Risk,37.004999999999995
ID03808,Male,19,Psychology,100.0,6.4,2.74,8.4,8,3.04,Excellent,Very Good,1,Low Risk,11.024999999999997
ID03809,Male,21,Economics,100.0,1.0,3.39,5.9,8,3.34,Excellent,Very Good,1,Medium Risk,21.3375
ID03810,Male,22,Engineering,64.5,2.5,2.04,7.9,15,1.86,Low,Poor,0,Medium Risk,43.125
ID03811,Female,24,Business,100.0,7.0,3.76,6.9,4,4.0,Excellent,Excellent,1,Low Risk,2.100000000000002
ID03812,Male,20,Computer Science,90.7,11.4,3.77,6.5,8,4.0,Excellent,Excellent,1,Low Risk,6.197499999999998
ID03813,Male,18,Psychology,87.4,8.0,3.7,6.2,9,4.0,Excellent,Excellent,1,Low Risk,8.294999999999995
ID03814,Female,20,Mathematics,100.0,3.2,3.68,6.1,6,4.0,Excellent,Excellent,1,Low Risk,9.999999999999998
ID03815,Male,22,Mathematics,100.0,11.3,3.06,5.3,10,3.58,Excellent,Excellent,1,Low Risk,8.225
ID03816,Female,20,Computer Science,94.8,6.6,3.05,5.1,9,3.56,Excellent,Excellent,1,Low Risk,10.652500000000002
ID03817,Male,23,Psychology,92.1,1.7,2.49,8.0,9,2.73,Excellent,Good,1,Medium Risk,29.967499999999994
ID03818,Female,23,Psychology,94.2,1.1,3.97,6.5,4,4.0,Excellent,Excellent,1,Medium Risk,18.4725
ID03819,Female,21,Psychology,79.0,6.2,2.86,7.3,4,3.06,Good,Very Good,1,Low Risk,19.425000000000004
ID03820,Male,19,Psychology,84.2,3.6,3.27,5.7,11,3.64,Good,Excellent,1,Low Risk,19.097499999999997
ID03821,Male,22,Mathematics,71.5,1.6,3.23,7.9,9,3.12,Low,Very Good,1,Medium Risk,33.1625
ID03822,Male,22,Business,80.0,3.5,2.43,5.9,7,2.85,Good,Good,1,Medium Risk,28.737499999999997
ID03823,Female,20,Psychology,79.5,7.3,2.23,5.0,7,2.23,Good,Average,1,Medium Risk,24.7125
ID03824,Male,21,Business,75.5,2.5,3.1,9.4,10,3.04,Good,Very Good,1,Low Risk,28.9
ID03825,Male,20,Psychology,87.1,2.5,2.87,7.3,16,2.97,Excellent,Good,1,Low Risk,25.6925
ID03826,Male,20,Engineering,80.1,3.4,3.06,6.5,9,3.41,Good,Very Good,1,Low Risk,23.580000000000005
ID03827,Male,22,Economics,92.5,3.7,3.63,6.7,10,3.88,Excellent,Excellent,1,Low Risk,11.8125
ID03828,Male,20,Engineering,60.7,3.0,3.21,6.5,10,3.23,Low,Very Good,1,Medium Risk,32.5975
ID03829,Female,19,Economics,83.3,5.6,3.48,7.7,16,3.61,Good,Excellent,1,Low Risk,12.065000000000001
ID03830,Male,20,Engineering,87.0,5.9,3.32,4.7,8,3.54,Excellent,Excellent,1,Low Risk,11.8
ID03831,Male,19,Psychology,80.3,3.7,2.94,4.3,3,3.28,Good,Very Good,1,Low Risk,23.34
ID03832,Female,22,Business,82.4,2.4,2.6,7.2,3,2.78,Good,Good,1,Low Risk,30.57
ID03833,Female,21,Economics,61.2,2.8,3.23,4.4,7,3.25,Low,Very Good,1,Medium Risk,32.9975
ID03834,Male,23,Mathematics,90.3,8.4,3.14,4.1,11,3.5,Excellent,Excellent,1,Low Risk,11.89
ID03835,Male,19,Computer Science,94.7,11.2,3.56,8.4,15,4.0,Excellent,Excellent,1,Low Risk,6.234999999999998
ID03836,Male,21,Economics,92.4,1.4,3.02,7.3,9,3.32,Excellent,Very Good,1,Medium Risk,26.394999999999996
ID03837,Female,21,Economics,100.0,1.7,2.95,7.3,8,3.38,Excellent,Very Good,1,Medium Risk,22.387499999999996
ID03838,Male,19,Mathematics,88.0,2.7,2.99,5.3,7,3.08,Excellent,Very Good,1,Low Risk,23.4375
ID03839,Female,22,Psychology,92.2,8.5,2.64,9.1,7,3.17,Excellent,Very Good,1,Low Risk,15.409999999999997
ID03840,Female,18,Engineering,87.3,3.0,3.82,8.5,7,3.88,Excellent,Excellent,1,Low Risk,15.290000000000003
ID03841,Male,21,Engineering,95.3,5.6,3.67,5.0,11,4.0,Excellent,Excellent,1,Low Risk,5.002500000000002
ID03842,Male,21,Business,61.3,3.5,2.49,6.8,10,2.66,Low,Good,1,Medium Risk,36.6275
ID03843,Male,22,Psychology,71.6,2.8,3.5,6.4,5,3.65,Low,Excellent,1,Medium Risk,25.955000000000005
ID03844,Male,22,Mathematics,100.0,3.3,2.18,6.9,7,2.67,Excellent,Good,1,Medium Risk,22.724999999999998
ID03845,Male,20,Psychology,48.1,1.6,3.59,8.6,8,3.06,Critical,Very Good,1,High Risk,40.542500000000004
ID03846,Female,22,Psychology,82.9,6.0,2.75,6.4,9,3.27,Good,Very Good,1,Low Risk,18.632499999999997
ID03847,Female,21,Engineering,100.0,2.4,3.28,8.5,8,3.38,Excellent,Very Good,1,Low Risk,16.700000000000003
ID03848,Female,19,Mathematics,83.6,2.6,2.14,4.4,6,2.44,Good,Average,1,Medium Risk,33.255
ID03849,Female,18,Computer Science,78.9,2.2,2.5,6.1,12,2.43,Good,Average,1,Low Risk,33.81999999999999
ID03850,Male,24,Economics,86.9,9.2,3.33,6.4,7,3.96,Excellent,Excellent,1,Low Risk,11.757499999999997
ID03851,Male,20,Engineering,79.7,2.9,2.75,6.2,8,2.6,Good,Good,1,Low Risk,28.4725
ID03852,Male,24,Mathematics,85.5,4.4,2.68,7.0,8,3.19,Excellent,Very Good,1,Low Risk,20.474999999999994
ID03853,Female,19,Business,74.7,0.7,3.8,7.2,5,3.68,Low,Excellent,1,Medium Risk,30.335
ID03854,Female,18,Economics,100.0,0.4,4.0,7.3,6,4.0,Excellent,Excellent,1,Medium Risk,18.400000000000002
ID03855,Female,18,Economics,100.0,1.7,3.57,8.3,11,3.77,Excellent,Excellent,1,Medium Risk,16.9625
ID03856,Male,18,Engineering,83.0,6.9,2.55,8.1,8,2.85,Good,Good,1,Low Risk,20.337500000000002
ID03857,Male,23,Business,64.2,4.3,3.98,4.7,3,4.0,Low,Excellent,1,Medium Risk,19.085
ID03858,Female,19,Engineering,77.1,9.8,2.32,7.2,7,2.79,Good,Good,1,Medium Risk,25.005000000000003
ID03859,Male,20,Psychology,82.2,7.6,2.95,6.1,8,3.49,Good,Very Good,1,Low Risk,17.197499999999998
ID03860,Female,20,Mathematics,92.6,2.2,3.13,8.2,7,3.45,Excellent,Very Good,1,Low Risk,22.142500000000002
ID03861,Female,18,Business,69.9,3.5,4.0,8.9,5,3.79,Low,Excellent,1,Medium Risk,19.544999999999998
ID03862,Female,19,Economics,73.5,8.3,3.56,8.3,11,3.69,Low,Excellent,1,Medium Risk,15.775
ID03863,Male,23,Engineering,92.7,3.2,2.87,9.9,10,2.9,Excellent,Good,1,Low Risk,20.372499999999995
ID03864,Male,18,Economics,99.1,5.8,2.63,8.1,6,2.93,Excellent,Good,1,Low Risk,12.392500000000002
ID03865,Male,22,Business,75.7,1.5,3.6,8.5,8,3.62,Good,Excellent,1,Medium Risk,28.435
ID03866,Male,24,Economics,65.0,4.8,2.83,5.8,8,2.81,Low,Good,1,Medium Risk,26.787499999999998
ID03867,Male,20,Engineering,100.0,3.8,3.21,7.0,4,3.52,Excellent,Excellent,1,Low Risk,11.7125
ID03868,Female,24,Engineering,96.7,2.2,2.42,8.0,3,2.76,Excellent,Good,1,Medium Risk,26.509999999999998
ID03869,Female,21,Computer Science,81.0,3.5,3.38,7.4,6,3.52,Good,Excellent,1,Low Risk,19.975
ID03870,Male,18,Economics,98.0,4.7,3.34,5.6,2,3.57,Excellent,Excellent,1,Low Risk,7.875000000000001
ID03871,Male,22,Computer Science,83.1,6.8,2.48,5.6,6,2.88,Good,Good,1,Medium Risk,20.905
ID03872,Male,20,Computer Science,98.0,9.4,3.62,4.3,10,4.0,Excellent,Excellent,1,Low Risk,4.224999999999999
ID03873,Male,24,Economics,87.4,6.3,3.38,7.6,9,3.9,Excellent,Excellent,1,Low Risk,11.094999999999999
ID03874,Female,23,Business,86.4,7.8,3.47,5.5,8,3.77,Excellent,Excellent,1,Low Risk,10.757499999999995
ID03875,Male,19,Psychology,83.3,2.0,2.91,8.0,6,3.12,Good,Very Good,1,Low Risk,29.0525
ID03876,Male,20,Engineering,63.3,1.8,3.19,8.1,8,3.08,Low,Very Good,1,Medium Risk,36.4025
ID03877,Male,24,Mathematics,100.0,5.4,3.13,7.3,9,3.47,Excellent,Very Good,1,Low Risk,7.612500000000001
ID03878,Female,19,Computer Science,70.9,1.5,3.03,7.6,10,3.0,Low,Very Good,1,Medium Risk,35.582499999999996
ID03879,Female,24,Business,64.6,3.3,3.19,8.5,3,3.29,Low,Very Good,1,Medium Risk,29.817500000000003
ID03880,Male,19,Economics,81.8,6.2,3.73,8.7,10,4.0,Good,Excellent,1,Low Risk,10.552500000000002
ID03881,Male,23,Business,70.6,8.6,3.64,4.0,7,3.91,Low,Excellent,1,Medium Risk,16.380000000000003
ID03882,Female,23,Business,84.2,4.8,2.51,8.1,5,2.67,Good,Good,1,Low Risk,20.9475
ID03883,Female,18,Economics,95.3,1.9,3.59,7.7,4,3.95,Excellent,Excellent,1,Medium Risk,18.102500000000003
ID03884,Male,18,Mathematics,99.9,3.9,3.7,7.4,9,4.0,Excellent,Excellent,1,Low Risk,7.069999999999997
ID03885,Female,20,Economics,97.2,4.2,3.02,7.7,4,3.56,Excellent,Excellent,1,Low Risk,13.034999999999997
ID03886,Female,23,Mathematics,80.4,2.4,3.35,6.5,8,3.66,Good,Excellent,1,Low Risk,24.9075
ID03887,Female,22,Economics,85.7,1.2,3.35,4.0,7,3.35,Excellent,Very Good,1,Medium Risk,27.322499999999998
ID03888,Female,24,Computer Science,91.1,6.3,2.68,6.1,8,3.07,Excellent,Very Good,1,Low Risk,15.555
ID03889,Female,24,Mathematics,58.6,3.4,2.91,4.3,6,2.46,Critical,Average,1,High Risk,34.567499999999995
ID03890,Male,24,Computer Science,93.6,5.8,3.48,4.5,6,3.73,Excellent,Excellent,1,Low Risk,7.430000000000002
ID03891,Female,20,Mathematics,63.1,4.6,2.85,8.6,5,2.94,Low,Good,1,Medium Risk,28.2675
ID03892,Male,24,Mathematics,100.0,3.4,3.59,6.2,9,3.84,Excellent,Excellent,1,Low Risk,9.9875
ID03893,Female,21,Economics,78.9,3.1,3.75,7.4,10,3.63,Good,Excellent,1,Low Risk,19.2825
ID03894,Male,19,Mathematics,82.2,3.7,3.67,7.0,11,4.0,Good,Excellent,1,Low Risk,16.0975
ID03895,Female,24,Computer Science,73.5,5.4,4.0,9.0,6,4.0,Low,Excellent,1,Medium Risk,11.925
ID03896,Female,19,Economics,75.6,0.6,3.05,7.1,6,2.74,Good,Good,1,Medium Risk,36.89250000000001
ID03897,Male,18,Engineering,100.0,5.3,3.19,6.1,5,3.52,Excellent,Excellent,1,Low Risk,7.0874999999999995
ID03898,Female,24,Computer Science,99.1,5.1,3.26,9.2,6,3.38,Excellent,Very Good,1,Low Risk,6.880000000000005
ID03899,Male,22,Engineering,61.8,6.3,3.07,6.3,11,3.34,Low,Very Good,1,Medium Risk,25.3275
ID03900,Female,23,Business,100.0,8.8,3.37,7.6,7,4.0,Excellent,Excellent,1,Low Risk,5.512499999999998
ID03901,Male,23,Economics,100.0,2.5,2.24,7.7,6,2.52,Excellent,Good,1,Medium Risk,25.4
ID03902,Male,18,Business,80.8,1.4,3.2,5.1,9,3.34,Good,Very Good,1,Medium Risk,30.04
ID03903,Female,21,Economics,89.6,4.4,2.41,8.4,12,2.82,Excellent,Good,1,Medium Risk,20.9925
ID03904,Male,20,Economics,84.8,4.2,2.62,9.0,6,2.69,Good,Good,1,Low Risk,22.115
ID03905,Female,20,Computer Science,100.0,3.1,3.47,5.3,16,3.24,Excellent,Very Good,1,Low Risk,12.237499999999997
ID03906,Male,22,Engineering,73.1,5.1,3.0,7.0,3,3.17,Low,Very Good,1,Medium Risk,20.855000000000004
ID03907,Male,18,Economics,87.2,2.6,3.45,9.0,6,3.73,Excellent,Excellent,1,Low Risk,20.1725
ID03908,Male,18,Engineering,78.6,3.4,2.99,4.6,9,2.96,Good,Good,1,Low Risk,24.8675
ID03909,Female,21,Economics,63.5,5.3,3.65,7.9,6,3.94,Low,Excellent,1,Medium Risk,19.4875
ID03910,Male,24,Engineering,100.0,3.2,2.98,5.1,5,3.15,Excellent,Very Good,1,Low Risk,16.125
ID03911,Male,20,Business,67.3,4.2,2.12,6.5,7,2.2,Low,Average,1,Medium Risk,34.365
ID03912,Male,24,Computer Science,88.3,3.2,3.21,6.7,8,3.7,Excellent,Excellent,1,Low Risk,19.3775
ID03913,Male,18,Economics,58.9,1.9,2.02,5.2,4,1.72,Critical,Poor,0,High Risk,48.22
ID03914,Female,24,Psychology,79.0,6.2,2.37,5.6,7,2.24,Good,Average,1,Medium Risk,23.7125
ID03915,Female,23,Engineering,91.3,5.9,2.66,6.9,6,3.05,Excellent,Very Good,1,Low Risk,15.64
ID03916,Male,22,Engineering,72.6,5.8,2.6,9.1,10,2.74,Low,Good,1,Medium Risk,24.580000000000005
ID03917,Female,20,Psychology,93.8,3.6,2.83,7.7,8,2.96,Excellent,Good,1,Low Risk,18.627499999999998
ID03918,Male,21,Computer Science,81.0,6.5,2.58,4.5,4,3.1,Good,Very Good,1,Low Risk,20.975
ID03919,Female,22,Engineering,100.0,6.6,2.4,7.7,9,2.88,Excellent,Good,1,Medium Risk,14.0
ID03920,Female,19,Computer Science,100.0,8.2,3.87,7.1,9,4.0,Excellent,Excellent,1,Low Risk,1.137499999999999
ID03921,Female,23,Engineering,76.2,3.6,2.76,6.1,6,2.77,Good,Good,1,Low Risk,27.160000000000004
ID03922,Male,21,Mathematics,86.2,4.4,1.98,6.3,7,2.35,Excellent,Average,1,High Risk,26.284999999999997
ID03923,Female,22,Engineering,87.8,1.9,2.92,7.7,6,3.11,Excellent,Very Good,1,Medium Risk,27.340000000000003
ID03924,Male,18,Mathematics,94.3,8.8,2.54,4.6,6,3.01,Excellent,Very Good,1,Low Risk,15.34
ID03925,Female,19,Economics,85.2,3.2,2.66,6.0,7,3.13,Excellent,Very Good,1,Low Risk,25.584999999999997
ID03926,Male,21,Computer Science,87.9,1.6,3.46,5.3,6,3.52,Excellent,Excellent,1,Medium Risk,23.77
ID03927,Female,18,Engineering,81.3,8.3,2.88,5.8,13,3.53,Good,Excellent,1,Low Risk,18.215000000000003
ID03928,Female,23,Business,86.7,3.5,2.52,7.5,15,2.92,Excellent,Good,1,Low Risk,24.935
ID03929,Female,19,Business,100.0,10.7,3.32,7.1,9,4.0,Excellent,Excellent,1,Low Risk,5.950000000000001
ID03930,Male,20,Psychology,94.7,4.0,3.67,8.0,15,3.9,Excellent,Excellent,1,Low Risk,9.272499999999999
ID03931,Female,18,Business,95.5,2.4,3.37,4.0,11,3.54,Excellent,Excellent,1,Low Risk,17.9375
ID03932,Male,22,Mathematics,95.8,6.3,1.87,6.6,7,2.36,Excellent,Average,1,High Risk,20.5275
ID03933,Female,24,Business,82.7,3.4,2.54,6.8,5,2.69,Good,Good,1,Low Risk,26.96
ID03934,Male,21,Business,89.8,5.7,3.12,4.5,10,3.45,Excellent,Very Good,1,Low Risk,12.29
ID03935,Male,19,Business,68.7,2.5,2.98,6.0,8,3.1,Low,Very Good,1,Medium Risk,33.01
ID03936,Male,18,Engineering,100.0,5.3,2.94,7.0,12,3.18,Excellent,Very Good,1,Low Risk,9.274999999999999
ID03937,Male,20,Psychology,43.3,3.1,2.61,7.5,4,2.37,Critical,Average,1,High Risk,45.2775
ID03938,Male,24,Computer Science,83.7,6.1,2.4,7.5,9,3.05,Good,Very Good,1,Medium Risk,21.335
ID03939,Male,21,Psychology,100.0,3.7,4.0,4.0,11,4.0,Excellent,Excellent,1,Low Risk,5.199999999999999
ID03940,Male,21,Mathematics,64.5,4.4,3.11,6.1,3,3.1,Low,Very Good,1,Medium Risk,26.162499999999998
ID03941,Female,18,Engineering,91.0,3.4,3.42,4.7,8,3.67,Excellent,Excellent,1,Low Risk,15.525
ID03942,Female,20,Economics,74.8,3.8,3.1,7.0,8,3.16,Low,Very Good,1,Medium Risk,24.015
ID03943,Male,23,Engineering,79.5,6.0,3.12,6.4,12,3.11,Good,Very Good,1,Low Risk,16.924999999999997
ID03944,Male,24,Business,99.2,1.9,3.07,6.1,11,3.2,Excellent,Very Good,1,Medium Risk,20.8975
ID03945,Male,23,Business,88.0,4.7,2.54,10.0,5,2.89,Excellent,Good,1,Low Risk,19.374999999999996
ID03946,Male,19,Mathematics,54.5,13.9,2.34,5.4,6,2.52,Critical,Good,1,High Risk,35.0
ID03947,Female,18,Economics,70.4,7.7,3.29,7.0,9,3.46,Low,Very Good,1,Medium Risk,19.5325
ID03948,Female,24,Engineering,99.6,3.6,3.19,7.7,6,3.71,Excellent,Excellent,1,Low Risk,12.867500000000001
ID03949,Male,19,Economics,91.7,4.2,3.57,7.5,13,3.99,Excellent,Excellent,1,Low Risk,10.6975
ID03950,Male,23,Computer Science,100.0,2.9,3.47,7.9,8,3.66,Excellent,Excellent,1,Low Risk,13.0375
ID03951,Male,24,Psychology,100.0,5.5,2.7,7.5,11,3.11,Excellent,Very Good,1,Low Risk,11.374999999999996
ID03952,Female,21,Engineering,79.9,1.6,3.67,6.5,5,3.68,Good,Excellent,1,Medium Risk,25.5325
ID03953,Female,19,Economics,100.0,3.1,3.48,7.0,8,3.85,Excellent,Excellent,1,Low Risk,12.15
ID03954,Male,20,Computer Science,85.4,2.4,3.45,6.0,3,3.62,Excellent,Excellent,1,Low Risk,21.7825
ID03955,Male,22,Computer Science,70.6,3.0,4.0,5.9,11,3.96,Low,Excellent,1,Medium Risk,21.230000000000004
ID03956,Female,23,Psychology,75.5,4.5,4.0,5.0,6,3.91,Good,Excellent,1,Low Risk,13.025
